step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,East,9.0,9,1,97,False
4,East,9.0,10,1,96,False
5,East,9.0,11,1,95,False
6,East,9.0,12,1,94,False
7,North,9.0,13,1,93,False
8,North,9.0,13,2,92,False
9,South,-1.0,13,3,91,False
10,South,-1.0,13,2,91,False
11,North,-1.0,13,1,91,False
12,North,-1.0,13,2,91,False
13,East,9.0,13,3,91,False
14,East,9.0,14,3,90,False
15,South,9.0,15,3,89,False
16,South,9.0,15,2,88,False
17,East,9.0,15,1,87,False
18,East,9.0,16,1,86,False
19,East,49.0,17,1,85,False
20,North,9.0,18,1,85,False
21,North,9.0,18,2,84,False
22,North,9.0,18,3,83,False
23,North,9.0,18,4,82,False
24,North,9.0,18,5,81,False
25,North,9.0,18,6,80,False
26,North,209.0,18,7,79,False
27,North,9.0,18,8,78,False
28,West,9.0,18,9,77,False
29,West,9.0,17,9,76,False
30,West,9.0,16,9,75,False
31,South,9.0,15,9,74,False
32,South,9.0,15,8,73,False
33,East,9.0,15,7,72,False
34,South,9.0,16,7,71,False
35,South,9.0,16,6,70,False
36,East,9.0,16,5,69,False
37,East,-1.0,17,5,68,False
38,West,-1.0,18,5,68,False
39,West,-1.0,17,5,68,False
40,South,9.0,16,5,68,False
41,South,9.0,16,4,67,False
42,North,-1.0,16,3,66,False
43,North,-1.0,16,4,66,False
44,West,9.0,16,5,66,False
45,East,-1.0,15,5,65,False
46,East,-1.0,16,5,65,False
47,East,-1.0,17,5,65,False
48,West,-1.0,18,5,65,False
49,West,-1.0,17,5,65,False
50,West,-1.0,16,5,65,False
51,West,9.0,15,5,65,False
52,West,9.0,14,5,64,False
53,Stop,-1.0,13,5,63,False
54,South,9.0,13,5,63,False
55,South,-1.0,13,4,62,False
56,West,9.0,13,3,62,False
57,West,9.0,12,3,61,False
58,West,209.0,11,3,60,False
59,West,9.0,10,3,59,False
60,West,9.0,9,3,58,False
61,West,9.0,8,3,57,False
62,West,9.0,7,3,56,False
63,South,9.0,6,3,55,False
64,South,9.0,6,2,54,False
65,East,9.0,6,1,53,False
66,East,9.0,7,1,52,False
67,West,-1.0,8,1,51,False
68,West,-1.0,7,1,51,False
69,North,-1.0,6,1,51,False
70,North,-1.0,6,2,51,False
71,North,9.0,6,3,51,False
72,North,9.0,6,4,50,False
73,North,9.0,6,5,49,False
74,North,9.0,6,6,48,False
75,North,9.0,6,7,47,False
76,North,9.0,6,8,46,False
77,East,9.0,6,9,45,False
78,East,9.0,7,9,44,False
79,East,9.0,8,9,43,False
80,East,9.0,9,9,42,False
81,East,9.0,10,9,41,False
82,East,9.0,11,9,40,False
83,East,9.0,12,9,39,False
84,South,9.0,13,9,38,False
85,South,9.0,13,8,37,False
86,South,9.0,13,7,36,False
87,North,-1.0,13,6,35,False
88,North,-1.0,13,7,35,False
89,North,-1.0,13,8,35,False
90,Stop,-1.0,13,9,35,False
91,Stop,-1.0,13,9,35,False
92,South,-1.0,13,9,35,False
93,South,-1.0,13,8,35,False
94,East,9.0,13,7,35,False
95,West,-1.0,14,7,34,False
96,West,9.0,13,7,34,False
97,West,9.0,12,7,33,False
98,West,9.0,11,7,32,False
99,West,9.0,10,7,31,False
100,East,-1.0,9,7,30,False
101,East,-1.0,10,7,30,False
102,East,-1.0,11,7,30,False
103,East,-1.0,12,7,30,False
104,South,-1.0,13,7,30,False
105,South,-1.0,13,6,30,False
106,South,-1.0,13,5,30,False
107,South,-1.0,13,4,30,False
108,North,-1.0,13,3,30,False
109,North,-1.0,13,4,30,False
110,North,-1.0,13,5,30,False
111,North,-1.0,13,6,30,False
112,West,-1.0,13,7,30,False
113,West,-1.0,12,7,30,False
114,West,-1.0,11,7,30,False
115,West,-1.0,10,7,30,False
116,West,9.0,9,7,30,False
117,West,9.0,8,7,29,False
118,West,-1.0,7,7,28,False
119,West,9.0,6,7,28,False
120,West,9.0,5,7,27,False
121,West,9.0,4,7,26,False
122,South,9.0,3,7,25,False
123,South,9.0,3,6,24,False
124,East,9.0,3,5,23,False
125,East,9.0,4,5,22,False
126,West,-1.0,5,5,21,False
127,West,-1.0,4,5,21,False
128,South,9.0,3,5,21,False
129,South,9.0,3,4,20,False
130,Stop,-1.0,3,3,19,False
131,Stop,-1.0,3,3,19,False
132,East,9.0,3,3,19,False
133,East,9.0,4,3,18,False
134,East,-1.0,5,3,17,False
135,West,-1.0,6,3,17,False
136,West,-1.0,5,3,17,False
137,South,9.0,4,3,17,False
138,South,9.0,4,2,16,False
139,West,9.0,4,1,15,False
140,West,9.0,3,1,14,False
141,West,9.0,2,1,13,False
142,North,9.0,1,1,12,False
143,North,9.0,1,2,11,False
144,North,9.0,1,3,10,False
145,North,9.0,1,4,9,False
146,East,9.0,1,5,8,False
147,East,-1.0,2,5,7,False
148,West,-1.0,3,5,7,False
149,West,-1.0,2,5,7,False
150,Stop,-1.0,1,5,7,False
151,North,9.0,1,5,7,False
152,North,9.0,1,6,6,False
153,North,9.0,1,7,5,False
154,North,49.0,1,8,4,False
155,East,9.0,1,9,4,False
156,East,9.0,2,9,3,False
157,East,9.0,3,9,2,False
158,South,509.0,4,9,1,True
