step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,Stop,-1.0,9,1,97,False
4,Stop,-1.0,9,1,97,False
5,Stop,-1.0,9,1,97,False
6,Stop,-1.0,9,1,97,False
7,Stop,-1.0,9,1,97,False
8,Stop,-1.0,9,1,97,False
9,East,9.0,9,1,97,False
10,East,9.0,10,1,96,False
11,East,9.0,11,1,95,False
12,East,9.0,12,1,94,False
13,North,9.0,13,1,93,False
14,North,9.0,13,2,92,False
15,North,9.0,13,3,91,False
16,North,9.0,13,4,90,False
17,North,9.0,13,5,89,False
18,South,-1.0,13,6,88,False
19,South,-1.0,13,5,88,False
20,South,-1.0,13,4,88,False
21,East,9.0,13,3,88,False
22,East,9.0,14,3,87,False
23,East,9.0,15,3,86,False
24,Stop,-1.0,16,3,85,False
25,Stop,-1.0,16,3,85,False
26,West,-1.0,16,3,85,False
27,South,9.0,15,3,85,False
28,South,9.0,15,2,84,False
29,Stop,-1.0,15,1,83,False
30,East,9.0,15,1,83,False
31,East,9.0,16,1,82,False
32,East,49.0,17,1,81,False
33,West,-1.0,18,1,81,False
34,West,-1.0,17,1,81,False
35,West,199.0,16,1,81,False
36,North,-1.0,15,1,81,False
37,North,-1.0,15,2,81,False
38,West,-1.0,15,3,81,False
39,West,199.0,14,3,81,False
40,West,9.0,13,3,81,False
41,West,9.0,12,3,80,False
42,West,9.0,11,3,79,False
43,West,9.0,10,3,78,False
44,West,9.0,9,3,77,False
45,West,9.0,8,3,76,False
46,West,9.0,7,3,75,False
47,South,9.0,6,3,74,False
48,South,9.0,6,2,73,False
49,East,9.0,6,1,72,False
50,East,9.0,7,1,71,False
51,West,-1.0,8,1,70,False
52,West,-1.0,7,1,70,False
53,North,-1.0,6,1,70,False
54,North,-1.0,6,2,70,False
55,West,9.0,6,3,70,False
56,West,9.0,5,3,69,False
57,South,9.0,4,3,68,False
58,South,9.0,4,2,67,False
59,West,9.0,4,1,66,False
60,West,9.0,3,1,65,False
61,West,9.0,2,1,64,False
62,North,9.0,1,1,63,False
63,North,9.0,1,2,62,False
64,North,9.0,1,3,61,False
65,North,9.0,1,4,60,False
66,North,9.0,1,5,59,False
67,North,9.0,1,6,58,False
68,North,9.0,1,7,57,False
69,North,49.0,1,8,56,False
70,South,-1.0,1,9,56,False
71,South,-1.0,1,8,56,False
72,North,-1.0,1,7,56,False
73,North,-1.0,1,8,56,False
74,East,9.0,1,9,56,False
75,East,9.0,2,9,55,False
76,East,9.0,3,9,54,False
77,South,9.0,4,9,53,False
78,South,9.0,4,8,52,False
79,East,9.0,4,7,51,False
80,East,9.0,5,7,50,False
81,East,9.0,6,7,49,False
82,East,9.0,7,7,48,False
83,East,9.0,8,7,47,False
84,East,9.0,9,7,46,False
85,East,9.0,10,7,45,False
86,East,9.0,11,7,44,False
87,East,9.0,12,7,43,False
88,East,9.0,13,7,42,False
89,East,9.0,14,7,41,False
90,East,9.0,15,7,40,False
91,South,9.0,16,7,39,False
92,South,9.0,16,6,38,False
93,East,9.0,16,5,37,False
94,East,209.0,17,5,36,False
95,Stop,-1.0,18,5,35,False
96,North,9.0,18,5,35,False
97,North,9.0,18,6,34,False
98,North,9.0,18,7,33,False
99,North,9.0,18,8,32,False
100,West,9.0,18,9,31,False
101,West,9.0,17,9,30,False
102,West,9.0,16,9,29,False
103,South,9.0,15,9,28,False
104,South,-1.0,15,8,27,False
105,East,-1.0,15,7,27,False
106,Stop,-1.0,16,7,27,False
107,South,-1.0,16,7,27,False
108,South,199.0,16,6,27,False
109,South,9.0,16,5,27,False
110,South,-1.0,16,4,26,False
111,West,-1.0,16,3,26,False
112,West,-1.0,15,3,26,False
113,West,-1.0,14,3,26,False
114,East,-1.0,13,3,26,False
115,East,-1.0,14,3,26,False
116,East,-1.0,15,3,26,False
117,Stop,-1.0,16,3,26,False
118,North,-1.0,16,3,26,False
119,North,-1.0,16,4,26,False
120,West,9.0,16,5,26,False
121,West,9.0,15,5,25,False
122,East,-1.0,14,5,24,False
123,East,-1.0,15,5,24,False
124,East,-1.0,16,5,24,False
125,East,-1.0,17,5,24,False
126,South,9.0,18,5,24,False
127,South,9.0,18,4,23,False
128,South,9.0,18,3,22,False
129,South,-1.0,18,2,21,False
130,North,-1.0,18,1,21,False
131,North,-1.0,18,2,21,False
132,North,-1.0,18,3,21,False
133,North,-1.0,18,4,21,False
134,West,-1.0,18,5,21,False
135,West,-1.0,17,5,21,False
136,North,-1.0,16,5,21,False
