step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,Stop,-1.0,9,1,97,False
4,East,9.0,9,1,97,False
5,East,9.0,10,1,96,False
6,East,9.0,11,1,95,False
7,East,9.0,12,1,94,False
8,North,9.0,13,1,93,False
9,North,9.0,13,2,92,False
10,East,9.0,13,3,91,False
11,East,9.0,14,3,90,False
12,South,9.0,15,3,89,False
13,South,9.0,15,2,88,False
14,Stop,-1.0,15,1,87,False
15,Stop,-1.0,15,1,87,False
16,North,-1.0,15,1,87,False
17,North,-1.0,15,2,87,False
18,East,9.0,15,3,87,False
19,North,9.0,16,3,86,False
20,North,9.0,16,4,85,False
21,North,9.0,16,5,84,False
22,North,9.0,16,6,83,False
23,West,9.0,16,7,82,False
24,North,9.0,15,7,81,False
25,North,9.0,15,8,80,False
26,East,9.0,15,9,79,False
27,East,9.0,16,9,78,False
28,East,9.0,17,9,77,False
29,South,9.0,18,9,76,False
30,South,9.0,18,8,75,False
31,South,9.0,18,7,74,False
32,South,9.0,18,6,73,False
33,South,9.0,18,5,72,False
34,South,9.0,18,4,71,False
35,South,9.0,18,3,70,False
36,South,49.0,18,2,69,False
37,West,9.0,18,1,69,False
38,West,9.0,17,1,68,False
39,West,-1.0,16,1,67,False
40,North,-1.0,15,1,67,False
41,North,-1.0,15,2,67,False
42,East,-1.0,15,3,67,False
43,Stop,-1.0,16,3,67,False
44,North,-1.0,16,3,67,False
45,North,-1.0,16,4,67,False
46,East,9.0,16,5,67,False
47,West,-1.0,17,5,66,False
48,West,9.0,16,5,66,False
49,West,9.0,15,5,65,False
50,West,9.0,14,5,64,False
51,North,9.0,13,5,63,False
52,North,9.0,13,6,62,False
53,West,9.0,13,7,61,False
54,West,9.0,12,7,60,False
55,West,9.0,11,7,59,False
56,South,-1.0,10,7,58,False
57,West,199.0,10,6,58,False
58,North,9.0,9,6,58,False
59,Stop,-1.0,9,7,57,False
60,Stop,-1.0,9,7,57,False
61,West,9.0,9,7,57,False
62,West,9.0,8,7,56,False
63,West,9.0,7,7,55,False
64,North,9.0,6,7,54,False
65,North,9.0,6,8,53,False
66,East,9.0,6,9,52,False
67,East,9.0,7,9,51,False
68,East,9.0,8,9,50,False
69,East,9.0,9,9,49,False
70,East,9.0,10,9,48,False
71,East,209.0,11,9,47,False
72,East,9.0,12,9,46,False
73,South,9.0,13,9,45,False
74,South,-1.0,13,8,44,False
75,East,9.0,13,7,44,False
76,East,-1.0,14,7,43,False
77,East,-1.0,15,7,43,False
78,South,-1.0,16,7,43,False
79,South,-1.0,16,6,43,False
80,South,-1.0,16,5,43,False
81,South,-1.0,16,4,43,False
82,West,-1.0,16,3,43,False
83,West,-1.0,15,3,43,False
84,West,-1.0,14,3,43,False
85,North,9.0,13,3,43,False
86,North,-1.0,13,4,42,False
87,South,-1.0,13,5,42,False
88,South,-1.0,13,4,42,False
89,West,9.0,13,3,42,False
90,West,9.0,12,3,41,False
91,West,9.0,11,3,40,False
92,West,9.0,10,3,39,False
93,West,9.0,9,3,38,False
94,West,9.0,8,3,37,False
95,West,9.0,7,3,36,False
96,South,9.0,6,3,35,False
97,South,9.0,6,2,34,False
98,East,9.0,6,1,33,False
99,East,9.0,7,1,32,False
100,West,-1.0,8,1,31,False
101,West,-1.0,7,1,31,False
102,North,-1.0,6,1,31,False
103,North,-1.0,6,2,31,False
104,West,9.0,6,3,31,False
105,West,9.0,5,3,30,False
106,South,9.0,4,3,29,False
107,South,9.0,4,2,28,False
108,West,9.0,4,1,27,False
109,East,-1.0,3,1,26,False
110,Stop,-1.0,4,1,26,False
111,North,-1.0,4,1,26,False
112,North,-1.0,4,2,26,False
113,West,9.0,4,3,26,False
114,Stop,-1.0,3,3,25,False
115,North,9.0,3,3,25,False
116,North,9.0,3,4,24,False
117,West,9.0,3,5,23,False
118,West,9.0,2,5,22,False
119,Stop,-1.0,1,5,21,False
120,South,9.0,1,5,21,False
121,South,9.0,1,4,20,False
122,South,9.0,1,3,19,False
123,South,9.0,1,2,18,False
124,East,9.0,1,1,17,False
125,West,-1.0,2,1,16,False
126,Stop,-1.0,1,1,16,False
127,North,-1.0,1,1,16,False
128,North,-1.0,1,2,16,False
129,North,-1.0,1,3,16,False
130,North,-1.0,1,4,16,False
131,East,-1.0,1,5,16,False
132,East,-1.0,2,5,16,False
133,North,9.0,3,5,16,False
134,North,9.0,3,6,15,False
135,East,9.0,3,7,14,False
136,East,9.0,4,7,13,False
