step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,Stop,-1.0,9,1,97,False
4,Stop,-1.0,9,1,97,False
5,Stop,-1.0,9,1,97,False
6,Stop,-1.0,9,1,97,False
7,East,9.0,9,1,97,False
8,East,9.0,10,1,96,False
9,East,9.0,11,1,95,False
10,East,9.0,12,1,94,False
11,North,9.0,13,1,93,False
12,North,9.0,13,2,92,False
13,East,9.0,13,3,91,False
14,East,9.0,14,3,90,False
15,South,9.0,15,3,89,False
16,South,9.0,15,2,88,False
17,North,-1.0,15,1,87,False
18,North,-1.0,15,2,87,False
19,East,9.0,15,3,87,False
20,Stop,-1.0,16,3,86,False
21,North,9.0,16,3,86,False
22,North,9.0,16,4,85,False
23,West,9.0,16,5,84,False
24,West,9.0,15,5,83,False
25,West,9.0,14,5,82,False
26,North,9.0,13,5,81,False
27,North,9.0,13,6,80,False
28,South,-1.0,13,7,79,False
29,South,-1.0,13,6,79,False
30,South,9.0,13,5,79,False
31,North,-1.0,13,4,78,False
32,North,-1.0,13,5,78,False
33,North,-1.0,13,6,78,False
34,East,9.0,13,7,78,False
35,East,9.0,14,7,77,False
36,North,9.0,15,7,76,False
37,North,9.0,15,8,75,False
38,Stop,-1.0,15,9,74,False
39,East,9.0,15,9,74,False
40,East,9.0,16,9,73,False
41,East,9.0,17,9,72,False
42,South,9.0,18,9,71,False
43,South,9.0,18,8,70,False
44,South,9.0,18,7,69,False
45,South,9.0,18,6,68,False
46,West,9.0,18,5,67,False
47,West,-1.0,17,5,66,False
48,North,9.0,16,5,66,False
49,North,9.0,16,6,65,False
50,South,-1.0,16,7,64,False
51,South,-1.0,16,6,64,False
52,East,-1.0,16,5,64,False
53,East,-1.0,17,5,64,False
54,Stop,-1.0,18,5,64,False
55,South,9.0,18,5,64,False
56,South,9.0,18,4,63,False
57,South,9.0,18,3,62,False
58,South,49.0,18,2,61,False
59,West,9.0,18,1,61,False
60,West,9.0,17,1,60,False
61,West,-1.0,16,1,59,False
62,North,-1.0,15,1,59,False
63,North,-1.0,15,2,59,False
64,West,-1.0,15,3,59,False
65,West,-1.0,14,3,59,False
66,West,9.0,13,3,59,False
67,West,9.0,12,3,58,False
68,West,9.0,11,3,57,False
69,West,9.0,10,3,56,False
70,West,9.0,9,3,55,False
71,West,9.0,8,3,54,False
72,West,9.0,7,3,53,False
73,West,9.0,6,3,52,False
74,West,9.0,5,3,51,False
75,South,209.0,4,3,50,False
76,South,9.0,4,2,49,False
77,West,9.0,4,1,48,False
78,West,9.0,3,1,47,False
79,West,9.0,2,1,46,False
80,North,9.0,1,1,45,False
81,North,9.0,1,2,44,False
82,North,9.0,1,3,43,False
83,North,9.0,1,4,42,False
84,East,9.0,1,5,41,False
85,East,9.0,2,5,40,False
86,South,9.0,3,5,39,False
87,South,9.0,3,4,38,False
88,East,-1.0,3,3,37,False
89,East,-1.0,4,3,37,False
90,East,-1.0,5,3,37,False
91,South,9.0,6,3,37,False
92,South,9.0,6,2,36,False
93,East,9.0,6,1,35,False
94,East,9.0,7,1,34,False
95,West,-1.0,8,1,33,False
96,West,-1.0,7,1,33,False
97,North,199.0,6,1,33,False
98,North,-1.0,6,2,33,False
99,North,9.0,6,3,33,False
100,North,9.0,6,4,32,False
101,North,9.0,6,5,31,False
102,North,9.0,6,6,30,False
103,West,9.0,6,7,29,False
104,West,9.0,5,7,28,False
105,West,9.0,4,7,27,False
106,South,9.0,3,7,26,False
107,South,-1.0,3,6,25,False
108,West,-1.0,3,5,25,False
109,West,-1.0,2,5,25,False
110,Stop,-1.0,1,5,25,False
111,East,-1.0,1,5,25,False
112,East,-1.0,2,5,25,False
113,East,9.0,3,5,25,False
114,East,9.0,4,5,24,False
115,East,-1.0,5,5,23,False
116,North,-1.0,6,5,23,False
117,North,-1.0,6,6,23,False
118,East,9.0,6,7,23,False
119,East,9.0,7,7,22,False
120,East,9.0,8,7,21,False
121,East,9.0,9,7,20,False
122,East,9.0,10,7,19,False
123,West,-1.0,11,7,18,False
124,West,-1.0,10,7,18,False
125,East,-1.0,9,7,18,False
126,East,-1.0,10,7,18,False
127,East,9.0,11,7,18,False
128,East,-1.0,12,7,17,False
129,North,9.0,13,7,17,False
130,North,9.0,13,8,16,False
131,West,9.0,13,9,15,False
132,West,9.0,12,9,14,False
133,West,9.0,11,9,13,False
134,West,9.0,10,9,12,False
135,West,9.0,9,9,11,False
136,West,9.0,8,9,10,False
137,West,9.0,7,9,9,False
138,Stop,-1.0,6,9,8,False
139,South,9.0,6,9,8,False
140,South,-1.0,6,8,7,False
141,West,-1.0,6,7,7,False
142,West,-1.0,5,7,7,False
143,North,9.0,4,7,7,False
144,North,9.0,4,8,6,False
145,Stop,-1.0,4,9,5,False
146,West,9.0,4,9,5,False
147,West,9.0,3,9,4,False
148,West,49.0,2,9,3,False
149,Stop,-1.0,1,9,3,False
150,Stop,-1.0,1,9,3,False
151,Stop,-1.0,1,9,3,False
152,South,209.0,1,9,3,False
153,South,9.0,1,8,2,False
154,South,509.0,1,7,1,True
