step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,East,9.0,9,1,97,False
4,East,9.0,10,1,96,False
5,East,9.0,11,1,95,False
6,East,9.0,12,1,94,False
7,North,9.0,13,1,93,False
8,North,9.0,13,2,92,False
9,West,9.0,13,3,91,False
10,West,9.0,12,3,90,False
11,East,-1.0,11,3,89,False
12,East,-1.0,12,3,89,False
13,East,9.0,13,3,89,False
14,East,9.0,14,3,88,False
15,South,9.0,15,3,87,False
16,South,9.0,15,2,86,False
17,East,9.0,15,1,85,False
18,East,9.0,16,1,84,False
19,East,49.0,17,1,83,False
20,North,9.0,18,1,83,False
21,North,9.0,18,2,82,False
22,North,9.0,18,3,81,False
23,North,9.0,18,4,80,False
24,West,9.0,18,5,79,False
25,West,9.0,17,5,78,False
26,North,9.0,16,5,77,False
27,North,9.0,16,6,76,False
28,West,9.0,16,7,75,False
29,West,9.0,15,7,74,False
30,East,-1.0,14,7,73,False
31,East,-1.0,15,7,73,False
32,Stop,-1.0,16,7,73,False
33,Stop,-1.0,16,7,73,False
34,West,-1.0,16,7,73,False
35,North,9.0,15,7,73,False
36,North,9.0,15,8,72,False
37,East,9.0,15,9,71,False
38,East,9.0,16,9,70,False
39,East,9.0,17,9,69,False
40,South,9.0,18,9,68,False
41,South,9.0,18,8,67,False
42,South,9.0,18,7,66,False
43,South,-1.0,18,6,65,False
44,West,-1.0,18,5,65,False
45,West,-1.0,17,5,65,False
46,West,9.0,16,5,65,False
47,West,9.0,15,5,64,False
48,West,9.0,14,5,63,False
49,South,9.0,13,5,62,False
50,South,-1.0,13,4,61,False
51,East,199.0,13,3,61,False
52,East,-1.0,14,3,61,False
53,East,9.0,15,3,61,False
54,North,9.0,16,3,60,False
55,North,-1.0,16,4,59,False
56,North,199.0,16,5,59,False
57,North,-1.0,16,6,59,False
58,West,-1.0,16,7,59,False
59,West,-1.0,15,7,59,False
60,West,9.0,14,7,59,False
61,North,9.0,13,7,58,False
62,North,9.0,13,8,57,False
63,Stop,-1.0,13,9,56,False
64,West,9.0,13,9,56,False
65,West,9.0,12,9,55,False
66,West,9.0,11,9,54,False
67,West,9.0,10,9,53,False
68,West,9.0,9,9,52,False
69,West,9.0,8,9,51,False
70,West,9.0,7,9,50,False
71,South,9.0,6,9,49,False
72,South,9.0,6,8,48,False
73,South,9.0,6,7,47,False
74,South,9.0,6,6,46,False
75,South,9.0,6,5,45,False
76,South,9.0,6,4,44,False
77,South,9.0,6,3,43,False
78,South,9.0,6,2,42,False
79,Stop,-1.0,6,1,41,False
80,North,-1.0,6,1,41,False
81,North,-1.0,6,2,41,False
82,West,9.0,6,3,41,False
83,West,9.0,5,3,40,False
84,South,9.0,4,3,39,False
85,South,9.0,4,2,38,False
86,West,9.0,4,1,37,False
87,West,9.0,3,1,36,False
88,West,9.0,2,1,35,False
89,North,9.0,1,1,34,False
90,North,9.0,1,2,33,False
91,North,9.0,1,3,32,False
92,North,9.0,1,4,31,False
93,East,9.0,1,5,30,False
94,East,9.0,2,5,29,False
95,East,9.0,3,5,28,False
96,East,9.0,4,5,27,False
97,West,-1.0,5,5,26,False
98,West,-1.0,4,5,26,False
99,West,-1.0,3,5,26,False
100,West,-1.0,2,5,26,False
101,Stop,-1.0,1,5,26,False
102,North,9.0,1,5,26,False
103,North,9.0,1,6,25,False
104,North,9.0,1,7,24,False
105,North,49.0,1,8,23,False
106,East,9.0,1,9,23,False
107,East,9.0,2,9,22,False
108,East,9.0,3,9,21,False
109,South,9.0,4,9,20,False
110,South,9.0,4,8,19,False
111,West,9.0,4,7,18,False
112,Stop,-1.0,3,7,17,False
113,South,9.0,3,7,17,False
114,South,-1.0,3,6,16,False
115,South,9.0,3,5,16,False
116,South,9.0,3,4,15,False
117,East,-1.0,3,3,14,False
118,East,-1.0,4,3,14,False
119,East,-1.0,5,3,14,False
120,South,-1.0,6,3,14,False
121,South,-1.0,6,2,14,False
122,East,9.0,6,1,14,False
123,East,9.0,7,1,13,False
124,East,-1.0,8,1,12,False
125,East,-1.0,9,1,12,False
126,East,-1.0,10,1,12,False
127,East,-1.0,11,1,12,False
128,East,-1.0,12,1,12,False
129,North,-1.0,13,1,12,False
130,North,399.0,13,2,12,False
131,North,-1.0,13,3,12,False
132,North,-1.0,13,4,12,False
133,North,9.0,13,5,12,False
134,North,-1.0,13,6,11,False
135,West,9.0,13,7,11,False
136,West,9.0,12,7,10,False
137,West,9.0,11,7,9,False
138,West,9.0,10,7,8,False
139,West,9.0,9,7,7,False
140,West,9.0,8,7,6,False
141,West,-1.0,7,7,5,False
142,South,-1.0,6,7,5,False
143,South,-1.0,6,6,5,False
144,South,-1.0,6,5,5,False
145,South,-1.0,6,4,5,False
146,East,9.0,6,3,5,False
147,East,9.0,7,3,4,False
148,East,9.0,8,3,3,False
149,East,9.0,9,3,2,False
150,East,-1.0,10,3,1,False
151,East,-1.0,11,3,1,False
152,East,-1.0,12,3,1,False
153,North,-1.0,13,3,1,False
154,North,-1.0,13,4,1,False
155,North,-1.0,13,5,1,False
156,North,-1.0,13,6,1,False
157,West,-1.0,13,7,1,False
158,West,-1.0,12,7,1,False
159,West,-1.0,11,7,1,False
160,West,-1.0,10,7,1,False
161,West,-1.0,9,7,1,False
162,West,-1.0,8,7,1,False
163,West,-1.0,7,7,1,False
164,West,509.0,6,7,1,True
