step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,Stop,-1.0,9,1,97,False
4,East,9.0,9,1,97,False
5,East,9.0,10,1,96,False
6,East,9.0,11,1,95,False
7,East,9.0,12,1,94,False
8,North,9.0,13,1,93,False
9,North,9.0,13,2,92,False
10,West,9.0,13,3,91,False
11,West,9.0,12,3,90,False
12,West,9.0,11,3,89,False
13,West,9.0,10,3,88,False
14,West,9.0,9,3,87,False
15,West,9.0,8,3,86,False
16,West,9.0,7,3,85,False
17,South,9.0,6,3,84,False
18,South,9.0,6,2,83,False
19,East,9.0,6,1,82,False
20,East,9.0,7,1,81,False
21,East,-1.0,8,1,80,False
22,East,-1.0,9,1,80,False
23,East,-1.0,10,1,80,False
24,East,-1.0,11,1,80,False
25,East,-1.0,12,1,80,False
26,North,-1.0,13,1,80,False
27,North,-1.0,13,2,80,False
28,North,9.0,13,3,80,False
29,North,9.0,13,4,79,False
30,South,-1.0,13,5,78,False
31,South,-1.0,13,4,78,False
32,East,9.0,13,3,78,False
33,East,9.0,14,3,77,False
34,East,9.0,15,3,76,False
35,North,9.0,16,3,75,False
36,North,9.0,16,4,74,False
37,East,9.0,16,5,73,False
38,East,9.0,17,5,72,False
39,Stop,-1.0,18,5,71,False
40,North,9.0,18,5,71,False
41,North,9.0,18,6,70,False
42,North,9.0,18,7,69,False
43,North,9.0,18,8,68,False
44,West,9.0,18,9,67,False
45,West,9.0,17,9,66,False
46,West,9.0,16,9,65,False
47,South,9.0,15,9,64,False
48,South,9.0,15,8,63,False
49,East,9.0,15,7,62,False
50,Stop,-1.0,16,7,61,False
51,South,9.0,16,7,61,False
52,South,-1.0,16,6,60,False
53,East,-1.0,16,5,60,False
54,East,-1.0,17,5,60,False
55,South,9.0,18,5,60,False
56,South,9.0,18,4,59,False
57,South,9.0,18,3,58,False
58,South,49.0,18,2,57,False
59,West,9.0,18,1,57,False
60,West,9.0,17,1,56,False
61,West,9.0,16,1,55,False
62,North,9.0,15,1,54,False
63,North,-1.0,15,2,53,False
64,West,-1.0,15,3,53,False
65,West,-1.0,14,3,53,False
66,North,-1.0,13,3,53,False
67,North,-1.0,13,4,53,False
68,East,9.0,13,5,53,False
69,East,9.0,14,5,52,False
70,West,-1.0,15,5,51,False
71,West,-1.0,14,5,51,False
72,North,9.0,13,5,51,False
73,North,9.0,13,6,50,False
74,West,9.0,13,7,49,False
75,West,9.0,12,7,48,False
76,West,209.0,11,7,47,False
77,East,-1.0,10,7,46,False
78,East,-1.0,11,7,46,False
79,East,-1.0,12,7,46,False
80,East,9.0,13,7,46,False
81,East,-1.0,14,7,45,False
82,West,-1.0,15,7,45,False
83,West,-1.0,14,7,45,False
84,North,9.0,13,7,45,False
85,North,9.0,13,8,44,False
86,West,9.0,13,9,43,False
87,West,9.0,12,9,42,False
88,West,9.0,11,9,41,False
89,West,9.0,10,9,40,False
90,West,9.0,9,9,39,False
91,West,9.0,8,9,38,False
92,West,9.0,7,9,37,False
93,East,-1.0,6,9,36,False
94,East,-1.0,7,9,36,False
95,East,-1.0,8,9,36,False
96,West,-1.0,9,9,36,False
97,West,199.0,8,9,36,False
98,West,-1.0,7,9,36,False
99,South,9.0,6,9,36,False
100,South,9.0,6,8,35,False
101,East,9.0,6,7,34,False
102,East,9.0,7,7,33,False
103,West,-1.0,8,7,32,False
104,West,-1.0,7,7,32,False
105,West,9.0,6,7,32,False
106,West,9.0,5,7,31,False
107,West,9.0,4,7,30,False
108,South,9.0,3,7,29,False
109,South,9.0,3,6,28,False
110,East,9.0,3,5,27,False
111,East,9.0,4,5,26,False
112,East,9.0,5,5,25,False
113,North,9.0,6,5,24,False
114,South,-1.0,6,6,23,False
115,South,9.0,6,5,23,False
116,South,-1.0,6,4,22,False
117,West,9.0,6,3,22,False
118,West,9.0,5,3,21,False
119,South,9.0,4,3,20,False
120,South,9.0,4,2,19,False
121,Stop,-1.0,4,1,18,False
122,North,-1.0,4,1,18,False
123,North,-1.0,4,2,18,False
124,West,9.0,4,3,18,False
125,North,9.0,3,3,17,False
126,North,-1.0,3,4,16,False
127,West,9.0,3,5,16,False
128,West,9.0,2,5,15,False
129,South,9.0,1,5,14,False
130,South,9.0,1,4,13,False
131,South,9.0,1,3,12,False
132,South,9.0,1,2,11,False
133,East,9.0,1,1,10,False
134,East,9.0,2,1,9,False
135,West,-1.0,3,1,8,False
136,West,-1.0,2,1,8,False
137,North,-1.0,1,1,8,False
138,North,-1.0,1,2,8,False
139,North,-1.0,1,3,8,False
140,North,-1.0,1,4,8,False
141,North,9.0,1,5,8,False
142,North,9.0,1,6,7,False
143,North,9.0,1,7,6,False
144,North,49.0,1,8,5,False
145,East,9.0,1,9,5,False
146,East,9.0,2,9,4,False
147,East,9.0,3,9,3,False
148,South,9.0,4,9,2,False
149,South,-1.0,4,8,1,False
150,East,-1.0,4,7,1,False
151,East,-1.0,5,7,1,False
152,East,-1.0,6,7,1,False
153,East,-1.0,7,7,1,False
154,East,509.0,8,7,1,True
