step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,Stop,-1.0,9,1,97,False
4,East,9.0,9,1,97,False
5,East,9.0,10,1,96,False
6,East,9.0,11,1,95,False
7,East,9.0,12,1,94,False
8,North,9.0,13,1,93,False
9,North,9.0,13,2,92,False
10,East,9.0,13,3,91,False
11,East,9.0,14,3,90,False
12,South,9.0,15,3,89,False
13,South,9.0,15,2,88,False
14,East,9.0,15,1,87,False
15,East,9.0,16,1,86,False
16,East,49.0,17,1,85,False
17,North,9.0,18,1,85,False
18,North,9.0,18,2,84,False
19,North,9.0,18,3,83,False
20,North,9.0,18,4,82,False
21,West,9.0,18,5,81,False
22,West,9.0,17,5,80,False
23,West,9.0,16,5,79,False
24,West,9.0,15,5,78,False
25,West,9.0,14,5,77,False
26,North,9.0,13,5,76,False
27,North,9.0,13,6,75,False
28,West,9.0,13,7,74,False
29,West,9.0,12,7,73,False
30,West,9.0,11,7,72,False
31,West,9.0,10,7,71,False
32,West,9.0,9,7,70,False
33,West,9.0,8,7,69,False
34,West,9.0,7,7,68,False
35,North,9.0,6,7,67,False
36,North,9.0,6,8,66,False
37,East,9.0,6,9,65,False
38,East,9.0,7,9,64,False
39,East,9.0,8,9,63,False
40,East,9.0,9,9,62,False
41,East,9.0,10,9,61,False
42,East,9.0,11,9,60,False
43,East,9.0,12,9,59,False
44,South,9.0,13,9,58,False
45,South,199.0,13,8,57,False
46,South,-1.0,13,7,57,False
47,South,-1.0,13,6,57,False
48,East,-1.0,13,5,57,False
49,East,-1.0,14,5,57,False
50,East,-1.0,15,5,57,False
51,North,9.0,16,5,57,False
52,North,9.0,16,6,56,False
53,West,9.0,16,7,55,False
54,West,9.0,15,7,54,False
55,East,199.0,14,7,53,False
56,East,-1.0,15,7,53,False
57,Stop,-1.0,16,7,53,False
58,Stop,-1.0,16,7,53,False
59,West,-1.0,16,7,53,False
60,North,9.0,15,7,53,False
61,North,9.0,15,8,52,False
62,East,9.0,15,9,51,False
63,East,9.0,16,9,50,False
64,East,9.0,17,9,49,False
65,South,9.0,18,9,48,False
66,South,9.0,18,8,47,False
67,South,9.0,18,7,46,False
68,North,-1.0,18,6,45,False
69,North,-1.0,18,7,45,False
70,North,-1.0,18,8,45,False
71,Stop,-1.0,18,9,45,False
72,Stop,-1.0,18,9,45,False
73,West,-1.0,18,9,45,False
74,West,-1.0,17,9,45,False
75,West,-1.0,16,9,45,False
76,South,-1.0,15,9,45,False
77,South,-1.0,15,8,45,False
78,Stop,-1.0,15,7,45,False
79,Stop,-1.0,15,7,45,False
80,Stop,-1.0,15,7,45,False
81,East,-1.0,15,7,45,False
82,Stop,-1.0,16,7,45,False
83,South,-1.0,16,7,45,False
84,South,-1.0,16,6,45,False
85,South,9.0,16,5,45,False
86,South,9.0,16,4,44,False
87,Stop,-1.0,16,3,43,False
88,West,-1.0,16,3,43,False
89,West,-1.0,15,3,43,False
90,West,-1.0,14,3,43,False
91,North,9.0,13,3,43,False
92,South,-1.0,13,4,42,False
93,South,-1.0,13,3,42,False
94,South,-1.0,13,2,42,False
95,West,-1.0,13,1,42,False
96,West,-1.0,12,1,42,False
97,West,-1.0,11,1,42,False
98,West,-1.0,10,1,42,False
99,West,9.0,9,1,42,False
100,West,9.0,8,1,41,False
101,West,9.0,7,1,40,False
102,Stop,-1.0,6,1,39,False
103,North,9.0,6,1,39,False
104,North,9.0,6,2,38,False
105,East,9.0,6,3,37,False
106,East,9.0,7,3,36,False
107,East,9.0,8,3,35,False
108,East,9.0,9,3,34,False
109,East,9.0,10,3,33,False
110,East,9.0,11,3,32,False
111,West,-1.0,12,3,31,False
112,West,-1.0,11,3,31,False
113,West,-1.0,10,3,31,False
114,West,-1.0,9,3,31,False
115,West,-1.0,8,3,31,False
116,West,-1.0,7,3,31,False
117,North,9.0,6,3,31,False
118,North,9.0,6,4,30,False
119,South,-1.0,6,5,29,False
120,South,-1.0,6,4,29,False
121,South,-1.0,6,3,29,False
122,South,-1.0,6,2,29,False
123,Stop,-1.0,6,1,29,False
124,Stop,-1.0,6,1,29,False
125,East,-1.0,6,1,29,False
126,West,-1.0,7,1,29,False
127,Stop,-1.0,6,1,29,False
128,North,-1.0,6,1,29,False
129,North,-1.0,6,2,29,False
130,West,9.0,6,3,29,False
131,West,9.0,5,3,28,False
132,South,9.0,4,3,27,False
133,South,9.0,4,2,26,False
134,West,9.0,4,1,25,False
135,West,9.0,3,1,24,False
