step,action,reward,pacman_x,pacman_y,food_remaining,done
0,Stop,-1.0,9,1,97,False
1,Stop,-1.0,9,1,97,False
2,Stop,-1.0,9,1,97,False
3,Stop,-1.0,9,1,97,False
4,East,9.0,9,1,97,False
5,East,9.0,10,1,96,False
6,East,9.0,11,1,95,False
7,East,9.0,12,1,94,False
8,North,9.0,13,1,93,False
9,North,9.0,13,2,92,False
10,South,-1.0,13,3,91,False
11,South,-1.0,13,2,91,False
12,Stop,-1.0,13,1,91,False
13,North,-1.0,13,1,91,False
14,North,-1.0,13,2,91,False
15,East,9.0,13,3,91,False
16,East,9.0,14,3,90,False
17,South,9.0,15,3,89,False
18,South,9.0,15,2,88,False
19,East,9.0,15,1,87,False
20,East,9.0,16,1,86,False
21,East,49.0,17,1,85,False
22,West,-1.0,18,1,85,False
23,West,-1.0,17,1,85,False
24,West,-1.0,16,1,85,False
25,North,-1.0,15,1,85,False
26,North,-1.0,15,2,85,False
27,West,-1.0,15,3,85,False
28,West,199.0,14,3,85,False
29,West,9.0,13,3,85,False
30,West,9.0,12,3,84,False
31,West,9.0,11,3,83,False
32,West,9.0,10,3,82,False
33,West,9.0,9,3,81,False
34,West,9.0,8,3,80,False
35,West,9.0,7,3,79,False
36,North,9.0,6,3,78,False
37,North,9.0,6,4,77,False
38,North,9.0,6,5,76,False
39,South,-1.0,6,6,75,False
40,South,-1.0,6,5,75,False
41,South,-1.0,6,4,75,False
42,South,9.0,6,3,75,False
43,South,9.0,6,2,74,False
44,East,9.0,6,1,73,False
45,East,9.0,7,1,72,False
46,East,-1.0,8,1,71,False
47,East,-1.0,9,1,71,False
48,East,-1.0,10,1,71,False
49,East,-1.0,11,1,71,False
50,East,-1.0,12,1,71,False
51,North,-1.0,13,1,71,False
52,North,-1.0,13,2,71,False
53,North,9.0,13,3,71,False
54,North,9.0,13,4,70,False
55,North,9.0,13,5,69,False
56,North,9.0,13,6,68,False
57,North,209.0,13,7,67,False
58,South,-1.0,13,8,66,False
59,South,-1.0,13,7,66,False
60,South,-1.0,13,6,66,False
61,East,9.0,13,5,66,False
62,East,9.0,14,5,65,False
63,East,9.0,15,5,64,False
64,East,9.0,16,5,63,False
65,East,9.0,17,5,62,False
66,South,9.0,18,5,61,False
67,South,9.0,18,4,60,False
68,South,9.0,18,3,59,False
69,North,-1.0,18,2,58,False
70,North,-1.0,18,3,58,False
71,North,-1.0,18,4,58,False
72,West,-1.0,18,5,58,False
73,West,-1.0,17,5,58,False
74,South,9.0,16,5,58,False
75,South,9.0,16,4,57,False
76,North,-1.0,16,3,56,False
77,North,-1.0,16,4,56,False
78,North,9.0,16,5,56,False
79,North,9.0,16,6,55,False
80,West,9.0,16,7,54,False
81,West,9.0,15,7,53,False
82,East,-1.0,14,7,52,False
83,North,9.0,15,7,52,False
84,North,9.0,15,8,51,False
85,Stop,-1.0,15,9,50,False
86,East,9.0,15,9,50,False
87,East,9.0,16,9,49,False
88,East,9.0,17,9,48,False
89,Stop,-1.0,18,9,47,False
90,South,9.0,18,9,47,False
91,South,9.0,18,8,46,False
92,South,9.0,18,7,45,False
93,South,-1.0,18,6,44,False
94,West,-1.0,18,5,44,False
95,West,-1.0,17,5,44,False
96,North,-1.0,16,5,44,False
97,North,-1.0,16,6,44,False
98,West,-1.0,16,7,44,False
99,West,-1.0,15,7,44,False
100,West,-1.0,14,7,44,False
101,North,-1.0,13,7,44,False
102,North,9.0,13,8,44,False
103,Stop,-1.0,13,9,43,False
104,West,9.0,13,9,43,False
105,West,9.0,12,9,42,False
106,West,9.0,11,9,41,False
107,West,9.0,10,9,40,False
108,West,9.0,9,9,39,False
109,West,9.0,8,9,38,False
110,West,9.0,7,9,37,False
111,South,9.0,6,9,36,False
112,South,9.0,6,8,35,False
113,East,9.0,6,7,34,False
114,West,-1.0,7,7,33,False
115,West,9.0,6,7,33,False
116,East,-1.0,5,7,32,False
117,East,-1.0,6,7,32,False
118,East,9.0,7,7,32,False
119,East,9.0,8,7,31,False
120,East,9.0,9,7,30,False
121,East,9.0,10,7,29,False
122,East,9.0,11,7,28,False
123,West,-1.0,12,7,27,False
124,West,-1.0,11,7,27,False
125,West,-1.0,10,7,27,False
126,West,-1.0,9,7,27,False
127,West,-1.0,8,7,27,False
128,West,-1.0,7,7,27,False
129,West,-1.0,6,7,27,False
130,West,9.0,5,7,27,False
131,West,9.0,4,7,26,False
132,South,9.0,3,7,25,False
133,South,9.0,3,6,24,False
134,East,9.0,3,5,23,False
135,East,9.0,4,5,22,False
136,West,-1.0,5,5,21,False
